Periodo,Mes,Codigo_departamento,Departamento,Codigo_municipio,Municipio,Nombre_comercial,Bandera,Direccion,Producto,Precio,Estado,Full_address,Coords,LAT,LNG
2022,6,47,MAGDALENA,47001,SANTA MARTA,SUPER STATION LIBANO,PETROMIL,CALLE 53 No. 43-57 VIA ALTERNA AL PUERTO,GASOLINA EXTRA OXIGENADA,17750.0,A,"CALLE 53 No. 43-57 VIA ALTERNA AL PUERTO, Santa marta, Colombia","(11.2508573, -74.1934635)",11.2508573,-74.1934635
2022,6,47,MAGDALENA,47001,SANTA MARTA,EDS PASO NIVEL,ESSO,Kilometro 15 VIA ALTERNA AL PUERTO DIAGONAL PASO NIVEL,BIODIESEL EXTRA,8930.0,A,"Kilometro 15 VIA ALTERNA AL PUERTO DIAGONAL PASO NIVEL, Santa marta, Colombia","(11.2444359, -74.1854071)",11.2444359,-74.1854071
2022,6,47,MAGDALENA,47001,SANTA MARTA,EDS PASO NIVEL,ESSO,Kilometro 15 VIA ALTERNA AL PUERTO DIAGONAL PASO NIVEL,GASOLINA CORRIENTE OXIGENADA,9180.0,A,"Kilometro 15 VIA ALTERNA AL PUERTO DIAGONAL PASO NIVEL, Santa marta, Colombia","(11.2444359, -74.1854071)",11.2444359,-74.1854071
2022,6,47,MAGDALENA,47001,SANTA MARTA,EDS PASO NIVEL,ESSO,Kilometro 15 VIA ALTERNA AL PUERTO DIAGONAL PASO NIVEL,GASOLINA EXTRA OXIGENADA,17750.0,A,"Kilometro 15 VIA ALTERNA AL PUERTO DIAGONAL PASO NIVEL, Santa marta, Colombia","(11.2444359, -74.1854071)",11.2444359,-74.1854071
2022,6,47,MAGDALENA,47001,SANTA MARTA,EDS CONCEPCION,TERPEL,CALLE 30 No. 31 A-180,BIODIESEL EXTRA,8660.0,A,"CALLE 30 No. 31 A-180, Santa marta, Colombia","(11.2336747, -74.2149005)",11.2336747,-74.2149005
2022,6,47,MAGDALENA,47001,SANTA MARTA,EDS CONCEPCION,TERPEL,CALLE 30 No. 31 A-180,GASOLINA CORRIENTE OXIGENADA,8760.0,A,"CALLE 30 No. 31 A-180, Santa marta, Colombia","(11.2336747, -74.2149005)",11.2336747,-74.2149005
2022,6,47,MAGDALENA,47001,SANTA MARTA,EDS CONCEPCION,TERPEL,CALLE 30 No. 31 A-180,GASOLINA EXTRA OXIGENADA,17499.0,A,"CALLE 30 No. 31 A-180, Santa marta, Colombia","(11.2336747, -74.2149005)",11.2336747,-74.2149005
2022,6,47,MAGDALENA,47001,SANTA MARTA,EDS 22 - 18,TERPEL,Calle 22 No. 17A-140 Alcazares,GASOLINA EXTRA OXIGENADA,16000.0,A,"Calle 22 No. 17A-140 Alcazares, Santa marta, Colombia","(11.2367313, -74.1969618)",11.2367313,-74.1969618
2022,6,47,MAGDALENA,47001,SANTA MARTA,EDS 22 - 18,TERPEL,Calle 22 No. 17A-140 Alcazares,BIODIESEL EXTRA,8690.0,A,"Calle 22 No. 17A-140 Alcazares, Santa marta, Colombia","(11.2367313, -74.1969618)",11.2367313,-74.1969618
2022,6,47,MAGDALENA,47001,SANTA MARTA,EDS 22 - 18,TERPEL,Calle 22 No. 17A-140 Alcazares,GASOLINA CORRIENTE OXIGENADA,8790.0,A,"Calle 22 No. 17A-140 Alcazares, Santa marta, Colombia","(11.2367313, -74.1969618)",11.2367313,-74.1969618
